names,paths,durations,condition,mouse,sex,dataset,outlier,frameoffset,rec_id,height,width,computer,machine_p,filter,subject_id
Spontaneous_50Hz_filt01-15_float32_256-256-22515.raw,raw_data/anesthetics/Pentobarb80mgkg/775F_Spontaneous_50Hz_30min,22515,"Pent80_30min",775,F,anesthetics,0,1,52,256,256,carnot,float32,01-15,id_e8c268c568b20b1d
Spontaneous_50Hz_filt01-15_float32_256-256-22526.raw,raw_data/anesthetics/Pentobarb80mgkg/775F_Spontaneous_50Hz_60min,22526,"Pent80_60min",775,F,anesthetics,0,1,53,256,256,carnot,float32,01-15,id_8ec05fa6df74f875
Spontaneous_50Hz_filt01-15_float32_256-256-22511.raw,raw_data/anesthetics/Pentobarb80mgkg/775F_Spontaneous_50Hz_Baseline,22511,"PentAwake",775,F,anesthetics,0,1,54,256,256,carnot,float32,01-15,id_09ec03bd1788ea94
Spontaneous_50Hz_filt01-15_float32_256-256-22512.raw,raw_data/anesthetics/Pentobarb80mgkg/776F_Spontaneous_50Hz_30min,22512,"Pent80_30min",776,F,anesthetics,0,1,55,256,256,carnot,float32,01-15,id_ef29840117f863e6
Spontaneous_50Hz_filt01-15_float32_256-256-22513.raw,raw_data/anesthetics/Pentobarb80mgkg/776F_Spontaneous_50Hz_60min,22513,"Pent80_60min",776,F,anesthetics,0,1,56,256,256,carnot,float32,01-15,id_b893e32f545f5a57
Spontaneous_50Hz_filt01-15_float32_256-256-22513.raw,raw_data/anesthetics/Pentobarb80mgkg/776F_Spontaneous_50Hz_Baseline,22513,"PentAwake",776,F,anesthetics,0,1,57,256,256,carnot,float32,01-15,id_230593adad3c4550
Spontaneous_50Hz_filt01-15_float32_256-256-22517.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Baseline/486F_Spontaneous_50Hz_noiso,22517,"homecage, Baseline",486,F,seizure,0,1,1,256,256,carnot,float32,01-15,id_62656074620ff024
Spontaneous_50Hz_filt01-15_float32_256-256-22512.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Baseline/491F_Spontaneous_50Hz_noiso,22512,"homecage, Baseline",491,F,seizure,0,1,2,256,256,carnot,float32,01-15,id_4a13ee6e06ec05a6
Spontaneous_50Hz_filt01-15_float32_256-256-22496.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Baseline/515F_Spontaneous_50Hz_noiso,22496,"homecage, Baseline",515,F,seizure,0,1,3,256,256,carnot,float32,01-15,id_f7b74bd412173450
Spontaneous_50Hz_filt01-15_float32_256-256-22511.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Baseline/516F_Spontaneous_50Hz_noiso,22511,"homecage, Baseline",516,F,seizure,0,1,4,256,256,carnot,float32,01-15,id_631b85329b9d7241
Spontaneous_50Hz_filt01-15_float32_256-256-22513.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Baseline/517M_Spontaneous_50Hz_noiso,22513,"homecage, Baseline",517,M,seizure,0,1,5,256,256,carnot,float32,01-15,id_50411c84ed8ba696
Spontaneous_50Hz_filt01-15_float32_256-256-22499.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Baseline/518M_Spontaneous_50Hz_noiso,22499,"homecage, Baseline",518,M,seizure,0,1,6,256,256,carnot,float32,01-15,id_a8edbc45020e7a94
Spontaneous_50Hz_filt01-15_float32_256-256-22514.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Baseline/541F_Spontaneous_50Hz_noiso,22514,"homecage, Baseline",541,F,seizure,0,1,7,256,256,carnot,float32,01-15,id_265fa72574916b73
Spontaneous_50Hz_filt01-15_float32_256-256-22516.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Baseline/543F_Spontaneous_50Hz_noiso,22516,"homecage, Baseline",543,F,seizure,0,1,8,256,256,carnot,float32,01-15,id_e8c0409706136764
Spontaneous_50Hz_filt01-15_float32_256-256-22490.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Baseline/545M_Spontaneous_50Hz_noiso,22490,"homecage, Baseline",545,M,seizure,0,1,9,256,256,carnot,float32,01-15,id_986d20956588255b
Spontaneous_50Hz_filt01-15_float32_256-256-22505.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Baseline/546M_Spontaneous_50Hz_noiso,22505,"homecage, Baseline",546,M,seizure,0,1,10,256,256,carnot,float32,01-15,id_ee95c1495e87feab
Spontaneous_50Hz_filt01-15_float32_256-256-22487.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Baseline/547M_Spontaneous_50Hz_noiso,22487,"homecage, Baseline",547,M,seizure,0,1,11,256,256,carnot,float32,01-15,id_e28261dae5b47195
Spontaneous_50Hz_filt01-15_float32_256-256-22491.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Baseline/549M_Spontaneous_50Hz_noiso,22491,"homecage, Baseline",549,M,seizure,0,1,12,256,256,carnot,float32,01-15,id_0af57411997e1ed4
Spontaneous_50Hz_filt01-15_float32_256-256-22509.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 1Hr/486F_Spontaneous_50Hz_noiso,22509,"Homecage, 1 Hr, noiso",486,F,seizure,0,1,13,256,256,carnot,float32,01-15,id_18605baa9179131b
Spontaneous_50Hz_filt01-15_float32_256-256-22519.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 1Hr/491F_Spontaneous_50Hz_noiso,22519,"Homecage, 1 Hr, noiso",491,F,seizure,0,1,14,256,256,carnot,float32,01-15,id_fa78c6e936dc6223
Spontaneous_50Hz_filt01-15_float32_256-256-22485.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 1Hr/515F_Spontaneous_50Hz_noiso,22485,"Homecage, 1 Hr, noiso",515,F,seizure,0,1,15,256,256,carnot,float32,01-15,id_f7532c277e1e8cfa
Spontaneous_50Hz_filt01-15_float32_256-256-22485.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 1Hr/516F_Spontaneous_50Hz_noiso,22485,"Homecage, 1 Hr, noiso",516,F,seizure,0,1,16,256,256,carnot,float32,01-15,id_a2e40a6ca4da8fec
Spontaneous_50Hz_filt01-15_float32_256-256-22506.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 1Hr/517M_Spontaneous_50Hz_noiso_pinchedtail,22506,"Homecage, 1 Hr, noiso",517,M,seizure,0,1,17,256,256,carnot,float32,01-15,id_958bd610da5ebfb3
Spontaneous_50Hz_filt01-15_float32_256-256-22520.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 1Hr/518M_Spontaneous_50Hz_noiso,22520,"Homecage, 1 Hr, noiso",518,M,seizure,0,1,18,256,256,carnot,float32,01-15,id_e44ea28c248af120
Spontaneous_50Hz_filt01-15_float32_256-256-22508.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 1Hr/541F_Spontaneous_50Hz_noiso,22508,"Homecage, 1 Hr, noiso",541,F,seizure,0,1,19,256,256,carnot,float32,01-15,id_888e80f8d4b874a9
Spontaneous_50Hz_filt01-15_float32_256-256-22515.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 1Hr/543F_Spontaneous_50Hz_noiso,22515,"Homecage, 1 Hr, noiso",543,F,seizure,0,1,20,256,256,carnot,float32,01-15,id_ea2af3989c192039
Spontaneous_50Hz_filt01-15_float32_256-256-22490.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 1Hr/545M_Spontaneous_50Hz_noiso,22490,"Homecage, 1 Hr, noiso",545,M,seizure,0,1,21,256,256,carnot,float32,01-15,id_ffdbb87362096484
Spontaneous_50Hz_filt01-15_float32_256-256-22482.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 1Hr/546M_Spontaneous_50Hz_noiso,22482,"Homecage, 1 Hr, noiso",546,M,seizure,0,1,22,256,256,carnot,float32,01-15,id_5555ec80d7d2949f
Spontaneous_50Hz_filt01-15_float32_256-256-22480.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 1Hr/547M_Spontaneous_50Hz_noiso,22480,"Homecage, 1 Hr, noiso",547,M,seizure,0,1,23,256,256,carnot,float32,01-15,id_b9a9f832baf6ca75
Spontaneous_50Hz_filt01-15_float32_256-256-22499.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 1Hr/549M_Spontaneous_50Hz_noiso,22499,"Homecage, 1 Hr, noiso",549,M,seizure,0,1,24,256,256,carnot,float32,01-15,id_6b02771a9e123428
Spontaneous_50Hz_filt01-15_float32_256-256-22497.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 24Hrs/486F_Spontaneous_50Hz_noiso,22497,"Homecage, 24 Hr, noiso",486,F,seizure,0,1,25,256,256,carnot,float32,01-15,id_4c1e04bebed996a8
Spontaneous_50Hz_filt01-15_float32_256-256-22493.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 24Hrs/491F_Spontaneous_50Hz_noiso,22493,"Homecage, 24 Hr, noiso",491,F,seizure,0,1,26,256,256,carnot,float32,01-15,id_d6a2b7a23f4328d7
Spontaneous_50Hz_filt01-15_float32_256-256-22484.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 24Hrs/515F_Spontaneous_50Hz_noiso,22484,"Homecage, 24 Hr, noiso",515,F,seizure,0,1,27,256,256,carnot,float32,01-15,id_824294412a6db61b
Spontaneous_50Hz_filt01-15_float32_256-256-22484.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 24Hrs/516F_Spontaneous_50Hz_noiso,22484,"Homecage, 24 Hr, noiso",516,F,seizure,0,1,28,256,256,carnot,float32,01-15,id_62bca0da944fb66f
Spontaneous_50Hz_filt01-15_float32_256-256-22493.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 24Hrs/517M_Spontaneous_50Hz_noiso,22493,"Homecage, 24 Hr, noiso",517,M,seizure,0,1,29,256,256,carnot,float32,01-15,id_77a696bfe1326a53
Spontaneous_50Hz_filt01-15_float32_256-256-22494.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 24Hrs/518M_Spontaneous_50Hz_noiso,22494,"Homecage, 24 Hr, noiso",518,M,seizure,0,1,30,256,256,carnot,float32,01-15,id_0fc6103674ad1298
Spontaneous_50Hz_filt01-15_float32_256-256-22490.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 24Hrs/541F_Spontaneous_50Hz_noiso,22490,"Homecage, 24 Hr, noiso",541,F,seizure,0,1,31,256,256,carnot,float32,01-15,id_1fce9d487e713835
Spontaneous_50Hz_filt01-15_float32_256-256-22491.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 24Hrs/543F_Spontaneous_50Hz_noiso,22491,"Homecage, 24 Hr, noiso",543,F,seizure,0,1,32,256,256,carnot,float32,01-15,id_c7aa1fd6d952198a
Spontaneous_50Hz_filt01-15_float32_256-256-22497.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 24Hrs/545M_Spontaneous_50Hz_noiso,22497,"Homecage, 24 Hr, noiso",545,M,seizure,0,1,33,256,256,carnot,float32,01-15,id_2579b9a1cccae2e0
Spontaneous_50Hz_filt01-15_float32_256-256-22488.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 24Hrs/546M_Spontaneous_50Hz_noiso,22488,"Homecage, 24 Hr, noiso",546,M,seizure,0,1,34,256,256,carnot,float32,01-15,id_8197976ffe3405a4
Spontaneous_50Hz_filt01-15_float32_256-256-22484.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post 24Hrs/549M_Spontaneous_50Hz_noiso,22484,"Homecage, 24 Hr, noiso",549,M,seizure,0,1,35,256,256,carnot,float32,01-15,id_4db0976a563b416c
Spontaneous_50Hz_filt01-15_float32_256-256-22518.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post Homecage/486F_Spontaneous_50Hz_noiso,22518,"Post homecage, noiso",486,F,seizure,0,1,36,256,256,carnot,float32,01-15,id_934dc34ddf7fb5a4
Spontaneous_50Hz_filt01-15_float32_256-256-22505.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post Homecage/491F_Spontaneous_50Hz_noiso,22505,"Post homecage, noiso",491,F,seizure,0,1,37,256,256,carnot,float32,01-15,id_a682b270d8b08be6
Spontaneous_50Hz_filt01-15_float32_256-256-22483.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post Homecage/515F_Spontaneous_50Hz_noiso,22483,"Post homecage, noiso",515,F,seizure,0,1,38,256,256,carnot,float32,01-15,id_5f40355813cb146e
Spontaneous_50Hz_filt01-15_float32_256-256-22487.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post Homecage/516F_Spontaneous_50Hz_noiso,22487,"Post homecage, noiso",516,F,seizure,0,1,39,256,256,carnot,float32,01-15,id_b11bf3bc33756c74
Spontaneous_50Hz_filt01-15_float32_256-256-22513.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post Homecage/517M_Spontaneous_50Hz_noiso,22513,"Post homecage, noiso",517,M,seizure,0,1,40,256,256,carnot,float32,01-15,id_9337d58e3bffd2ac
Spontaneous_50Hz_filt01-15_float32_256-256-22510.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post Homecage/518M_Spontaneous_50Hz_noiso,22510,"Post homecage, noiso",518,M,seizure,0,1,41,256,256,carnot,float32,01-15,id_7d89514112b55081
Spontaneous_50Hz_filt01-15_float32_256-256-22515.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post Homecage/541F_Spontaneous_50Hz_noiso,22515,"Post homecage, noiso",541,F,seizure,0,1,42,256,256,carnot,float32,01-15,id_8915cec5d9185c6e
Spontaneous_50Hz_filt01-15_float32_256-256-22517.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post Homecage/543F_Spontaneous_50Hz_noiso,22517,"Post homecage, noiso",543,F,seizure,0,1,43,256,256,carnot,float32,01-15,id_2ba021aa231e8c9e
Spontaneous_50Hz_filt01-15_float32_256-256-22487.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post Homecage/545M_Spontaneous_50Hz_noiso,22487,"Post homecage, noiso",545,M,seizure,0,1,44,256,256,carnot,float32,01-15,id_21b735d707e609f0
Spontaneous_50Hz_filt01-15_float32_256-256-22500.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post Homecage/546M_Spontaneous_50Hz_noiso,22500,"Post homecage, noiso",546,M,seizure,0,1,45,256,256,carnot,float32,01-15,id_4e737353490b889e
Spontaneous_50Hz_filt01-15_float32_256-256-22492.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post Homecage/547M_Spontaneous_50Hz_noiso,22492,"Post homecage, noiso",547,M,seizure,0,1,46,256,256,carnot,float32,01-15,id_31754608c5ed55ab
Spontaneous_50Hz_filt01-15_float32_256-256-22489.raw,/scratch/davorcuric/raw_data/seizure/Homecage Repeated Imaging/Post Homecage/549M_Spontaneous_50Hz_noiso,22489,"Post homecage, noiso",549,M,seizure,0,1,47,256,256,carnot,float32,01-15,id_dddb69510437074d
postictal1_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/716F_Spontaneous_50Hz_Naive_no_injections,15000,"postictal1",716,F,seizure,0,30001,48,256,256,carnot,float32,01-15,id_8952b82135f29ab2
postictal2_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/716F_Spontaneous_50Hz_Naive_no_injections,15000,"postictal2",716,F,seizure,0,45001,49,256,256,carnot,float32,01-15,id_f92d0859bcc873fa
preictal_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/716F_Spontaneous_50Hz_Naive_no_injections,12000,"preictal",716,F,seizure,0,1,50,256,256,carnot,float32,01-15,id_fa9a973689e6f911
postictal1_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/731M_Spontaneous_50Hz_Naive_no_injections,15000,"postictal1",731,M,seizure,0,30001,51,256,256,carnot,float32,01-15,id_8f4d8090565398ae
postictal2_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/731M_Spontaneous_50Hz_Naive_no_injections,15000,"postictal2",731,M,seizure,0,45001,52,256,256,carnot,float32,01-15,id_2702bd8310fc6e29
preictal_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/731M_Spontaneous_50Hz_Naive_no_injections,12000,"preictal",731,M,seizure,0,1,53,256,256,carnot,float32,01-15,id_fad797dfee70c3bd
postictal1_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/740M_Spontaneous_50Hz_Naive_no_injections,15000,"postictal1",740,M,seizure,0,30001,54,256,256,carnot,float32,01-15,id_bb22f2492680d488
postictal2_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/740M_Spontaneous_50Hz_Naive_no_injections,15000,"postictal2",740,M,seizure,0,45001,55,256,256,carnot,float32,01-15,id_c09b75d394099414
preictal_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/740M_Spontaneous_50Hz_Naive_no_injections,12000,"preictal",740,M,seizure,0,1,56,256,256,carnot,float32,01-15,id_bcd8aa28ded51da1
postictal1_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/741M_Spontaneous_50Hz_Naive_no_injections,15000,"postictal1",741,M,seizure,0,30001,57,256,256,carnot,float32,01-15,id_68ccbad9f5e55e12
postictal2_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/741M_Spontaneous_50Hz_Naive_no_injections,15000,"postictal2",741,M,seizure,0,45001,58,256,256,carnot,float32,01-15,id_84169027de56a224
preictal_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/741M_Spontaneous_50Hz_Naive_no_injections,12000,"preictal",741,M,seizure,0,1,59,256,256,carnot,float32,01-15,id_9257f006023a9526
postictal1_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/742M_Spontaneous_50Hz_Naive_no_injections,15000,"postictal1",742,M,seizure,0,30001,60,256,256,carnot,float32,01-15,id_cf2b279b133cf3b7
postictal2_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/742M_Spontaneous_50Hz_Naive_no_injections,15000,"postictal2",742,M,seizure,0,45001,61,256,256,carnot,float32,01-15,id_8a90eafa5b1e596d
preictal_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/742M_Spontaneous_50Hz_Naive_no_injections,12000,"preictal",742,M,seizure,0,1,62,256,256,carnot,float32,01-15,id_29e56ed7f022eb4f
postictal1_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/744F_Spontaneous_50Hz_Naive_no_injections,15000,"postictal1",744,F,seizure,0,30001,63,256,256,carnot,float32,01-15,id_65493e0ae4b6cab0
postictal2_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/744F_Spontaneous_50Hz_Naive_no_injections,15000,"postictal2",744,F,seizure,0,45001,64,256,256,carnot,float32,01-15,id_55f5a1404b5e840d
preictal_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/744F_Spontaneous_50Hz_Naive_no_injections,12000,"preictal",744,F,seizure,0,1,65,256,256,carnot,float32,01-15,id_37ae2c8ca48b6787
postictal1_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/751F_Spontaneous_50Hz_Naive_no_injections,15000,"postictal1",751,F,seizure,0,30001,66,256,256,carnot,float32,01-15,id_6102881c381e5759
postictal2_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/751F_Spontaneous_50Hz_Naive_no_injections,15000,"postictal2",751,F,seizure,0,45001,67,256,256,carnot,float32,01-15,id_51e36a3e85ad1f5b
preictal_filt=01-20_float32_256-256.raw,/scratch/davorcuric/raw_data/seizure/NaiveNoInjections/751F_Spontaneous_50Hz_Naive_no_injections,12000,"preictal",751,F,seizure,0,1,68,256,256,carnot,float32,01-15,id_8f2262b5c08f51e0
Spontaneous_50Hz_filt01-20_float32_256-256-33052.raw,/scratch/davorcuric/raw_data/seizure/No Seizure Control/716F_Spontaneous_50Hz_noMES,33052,"noMES",716,F,seizure,0,1,69,256,256,carnot,float32,01-15,id_47eb504d3d193654
Spontaneous_50Hz_filt01-20_float32_256-256-33038.raw,/scratch/davorcuric/raw_data/seizure/No Seizure Control/731M_Spontaneous_50Hz_noMES,33038,"noMES",731,M,seizure,0,1,70,256,256,carnot,float32,01-15,id_afec222831921f84
Spontaneous_50Hz_filt01-20_float32_256-256-33031.raw,/scratch/davorcuric/raw_data/seizure/No Seizure Control/732M_Spontaneous_50Hz_noMES,33031,"noMES",732,M,seizure,0,1,71,256,256,carnot,float32,01-15,id_3a15b8e345595de9
Spontaneous_50Hz_filt01-20_float32_256-256-33044.raw,/scratch/davorcuric/raw_data/seizure/No Seizure Control/740M_Spontaneous_50Hz_noMES,33044,"noMES",740,M,seizure,0,1,72,256,256,carnot,float32,01-15,id_7e290ea3b91ce849
Spontaneous_50Hz_filt01-20_float32_256-256-33033.raw,/scratch/davorcuric/raw_data/seizure/No Seizure Control/741M_Spontaneous_50Hz_noMES,33033,"noMES",741,M,seizure,0,1,73,256,256,carnot,float32,01-15,id_2f77a0c8f721e776
Spontaneous_50Hz_filt01-20_float32_256-256-33037.raw,/scratch/davorcuric/raw_data/seizure/No Seizure Control/742M_Spontaneous_50Hz_noMES,33037,"noMES",742,M,seizure,0,1,74,256,256,carnot,float32,01-15,id_4eda8b217f789692
Spontaneous_50Hz_filt01-20_float32_256-256-33039.raw,/scratch/davorcuric/raw_data/seizure/No Seizure Control/744F_Spontaneous_50Hz_noMES,33039,"noMES",744,F,seizure,0,1,75,256,256,carnot,float32,01-15,id_5f864c89ad861316
Spontaneous_50Hz_filt01-20_float32_256-256-33049.raw,/scratch/davorcuric/raw_data/seizure/No Seizure Control/745F_Spontaneous_50Hz_noMES,33049,"noMES",745,F,seizure,0,1,76,256,256,carnot,float32,01-15,id_0e3d94ff6c84e6dc
Spontaneous_50Hz_filt01-20_float32_256-256-33033.raw,/scratch/davorcuric/raw_data/seizure/No Seizure Control/751F_Spontaneous_50Hz_noMES,33033,"noMES",751,F,seizure,0,1,77,256,256,carnot,float32,01-15,id_78ae85744cc8f909
